PseudoID,ReportID,Opened,Closed,Summary,Product,Reporter,Status,SecuritySeverity,Component,CVE,BroadType,IsExternal,IsStable,Language,IsExploited,FirstReported,FixedTimestamp
319190,319190,1384420752,1385075324,console._commandLineAPI can be used by any website as long as you're actively typing in the console,,moritz.r...@gmail.com,WontFix,Medium,['Blink'],,,1,0,,0,1384420752,-1
140647,140647,1344093513,1356018829,UNKNOWN in ogg_calc_pts,,infe...@chromium.org,Fixed,High,['Blink'],,,0,1,"['C++', 'C', 'asm']",0,1344093513,1344349962
514759,514759,1438111056,1440108363,Use-of-uninitialized-value in vp3_h_loop_filter_c,,ClusterFuzz,Fixed,Medium,"['Internals', 'Internals>Media']",,,0,1,['C++'],0,1438111056,1440108363
328202,328202,1386890194,1389627232,Security: v8: invalid overflow checks in Zone::NewExpand(),,tsepez@chromium.org,Fixed,Medium,"['Blink>JavaScript', 'Blink']",CVE-2014-1704,,0,1,,0,1386890194,1389627232
607497,607497,1461841345,1464790315,Security: possibility to send synchronous XMLHttpRequest withCredentials = true,,hardko...@gmail.com,WontFix,Low,"['Blink>Network', 'Blink>Network>XHR', 'Blink>SecurityFeature', 'Blink']",,,1,1,,0,1461841345,1491510126
602185,600968,1459939184,1462819636,Use-of-uninitialized-value in vorbis_header,,ClusterFuzz,Duplicate,High,"['Internals', 'Internals>Media']",,,0,1,['C'],0,1458288684,1463193195
1228447,1228447,1626125330,1626219728,"Security: Logout via Lock Screen destroys data (doesn't call onSaveInstanceState, if available in ChromeOS)",,hesse...@googlemail.com,WontFix,,,,,1,0,,0,1626125330,-1
1023183,1023212,1573416596,1574454290,zucchini_disassembler_elf_fuzzer: CHECK failure: region.end() <= image.end() in rel32_finder.cc,,ClusterFuzz,Duplicate,Medium,"['Internals>Installer', 'Internals>Installer>Diff', 'Internals']",,,0,0,['C++'],0,1573390744,1574715807
793690,909624,1543398199,1543429382,Security: Stored XSS in Bookmark button,,muaz.wor...@gmail.com,Duplicate,,"['UI>Browser>Bookmarks', 'UI>Browser', 'UI']",,,1,0,,0,1512949251,-1
1153442,1153442,1606592479,1606930260,DCHECK failure in UseScratchRegisterScope{this}.CanAcquire() in liftoff-assembler-arm.h,,ClusterFuzz,Verified,High,"['Blink>JavaScript>WebAssembly', 'Blink>JavaScript', 'Blink']",,,0,1,['JS'],0,1606592479,1606930259
1151248,1151248,1605870977,1605904910,Crash in hsw::load_NUMBER_dst,,ClusterFuzz,Verified,Medium,"['Internals>Skia', 'Internals']",,,0,0,,0,1605870977,1605904909
498954,506087,1435737578,1435765282,Heap-use-after-free in content::BrowserPlugin::~BrowserPlugin,,ClusterFuzz,Duplicate,High,,,,0,0,,0,1433964103,1434991894
1125862,1125862,1599507490,1599510548,Big allocation bug could cause Deny of service attack.,,slei....@gmail.com,WontFix,,,,,1,0,,0,1599507490,-1
964675,964675,1558201330,1558204626,Heap-use-after-free in scoped_refptr<base::SingleThreadTaskRunner>::scoped_refptr,,ClusterFuzz,Verified,High,"['Internals>Core', 'Internals']",,,0,0,,0,1558201330,1558204626
740877,740877,1499769223,1499775583,Security: Chrome Password manager is enabled in Chrome incognito mode,,bhuvans...@gmail.com,WontFix,,"['UI>Browser', 'UI', 'UI>Browser>Passwords']",,,1,0,,0,1499769223,-1
1197199,1197199,1617905816,1621529141,gpu_raster_swangle_passthrough_fuzzer: Heap-use-after-free in libvk_swiftshader.so,,ClusterFuzz,Fixed,High,"['Internals>GPU', 'Internals>GPU>ANGLE', 'Internals']",,,0,0,,0,1617905816,1621529141
557800,557800,1447864160,1447945302,Heap-use-after-free in autofill::FormStructure::ParseQueryResponse,,ClusterFuzz,Fixed,High,"['UI>Browser', 'UI>Browser>Autofill', 'UI']",,,0,0,['C++'],0,1447864160,1447945302
850003,856167,1529934768,1530290019,SEGV_MAPERR 000000000038 in in operator* /home/cowboy/chromium/src/out/chrome_asan_shared/../../base/memory/scoped_refptr.h:215:13,,cdsrc...@gmail.com,Duplicate,,"['Blink>WebAudio', 'Blink']",,,1,0,,0,1528272309,-1
896117,896117,1539747143,1539795282,Bad-cast to pdfium::base::PartitionRootGeneric from invalid vptr in FPDF_InitLibraryWithConfig,,ClusterFuzz,Verified,High,"['Internals>Plugins>PDF', 'Internals>Plugins', 'Internals']",,,0,0,['C++'],0,1539747143,1539803127
582694,582694,1454133419,1454136599,Heap-use-after-free in blink::LayoutMultiColumnFlowThread::skipColumnSpanner,,ClusterFuzz,WontFix,High,"['Blink>Layout', 'Blink']",,,0,0,,0,1454133419,-1
920421,920421,1547074384,1548116004,Use-of-uninitialized-value in gpu::gles2::PassthroughGLDebugMessageCallback,,ClusterFuzz,Fixed,Medium,"['Internals>GPU', 'Internals>GPU>Internals', 'Internals']",,,0,0,,0,1547074384,1548116005
1047074,1047074,1580363612,1580400197,DCHECK failure in Heap::IsLargeObject(obj) || Page::FromHeapObject(obj)->IsFlagSet(Page::SWEEP_TO_,,ClusterFuzz,Verified,High,"['Blink>JavaScript>GC', 'Blink>JavaScript', 'Blink']",,,0,0,,0,1580363612,1580400196
633476,633476,1470110996,1470150552,Crash in unpack_RGBANUMBER,,ClusterFuzz,WontFix,Medium,"['Internals>GPU', 'Internals']",,,0,0,,0,1470110996,-1
927766,927766,1549037560,1549067668,Website Able to Use Microphone When Blocked,,miqrogro...@gmail.com,WontFix,,"['Blink>PermissionsAPI', 'Blink']",,,1,0,,0,1549037560,-1
32014,32014,1263252005,1263260186,[MD audit] [clipboard] Type confusion possible in Linux clipboard implementation,,scarybea...@gmail.com,Fixed,High,,,,0,0,['C++'],0,1263252005,1263259889
536652,536652,1443412800,1443569356,Security: Disrupting the omnibox from the attacker's website.,,luan.her...@hotmail.com,Fixed,Medium,"['UI>Browser', 'Blink', 'UI', 'UI>Browser>Navigation']",CVE-2015-6782,Improper input validation,1,1,"['HTML', 'C++']",0,1443412800,1443569356
1123379,1121460,1598336675,1599811014,Debug check failed: effect_edges > 0,,wxmp...@gmail.com,Duplicate,High,"['Blink>JavaScript', 'Blink']",,,1,0,"['C++', 'JS']",0,1598336675,1598884441
709800,708975,1491476031,1491552334,Bad-cast to CXFA_ContainerLayoutItem from CXFA_FFSubForm;CXFA_LayoutPageMgr::MergePageSetContents;CXFA_LayoutPageMgr::SyncLayoutData,,ClusterFuzz,Duplicate,High,"['Internals>Plugins>PDF', 'Internals>Plugins', 'Internals']",,,0,0,,0,1491476031,1491818692
959193,964222,1558074956,1558113829,Use-of-uninitialized-value in u_strlen_64,,ClusterFuzz,Duplicate,High,"['Internals>Storage', 'Internals']",,,0,1,['C'],0,1556894382,1558059364
458776,458776,1423923084,1424739428,Heap-use-after-free in blink::WebPluginContainerImpl::scriptableObject,,ClusterFuzz,Fixed,High,,,,0,1,['C++'],0,1423923084,1424739428
959031,959031,1556841100,1556909776,Crash in v8::internal::wasm::NativeModule::runtime_stub_entry,,ClusterFuzz,Verified,Medium,"['Blink>JavaScript>WebAssembly', 'Blink>JavaScript', 'Blink']",,,0,0,,0,1556841100,1556909776
827039,827039,1522303986,1522704326,Heap-use-after-free in gpu::CommandBufferProxyImpl::DisconnectChannel,,ClusterFuzz,Fixed,High,"['Internals>Core', 'Internals']",,,0,0,,0,1522303986,1522704326
1262112,1262112,1634822273,1634920515,dawn_wire_server_and_frontend_fuzzer.exe: Heap-use-after-free in dawn_native::AbslFormatConvert,,ClusterFuzz,Verified,High,"['Internals>Core', 'Internals']",,,0,0,,0,1634822273,1634940705
524899,525859,1440720028,1440813539,Adobe Flash Player PSDKEventDispatcher Class Memory Corruption,,wengx...@gmail.com,Duplicate,High,"['Internals>Plugins>Flash', 'Internals>Plugins', 'Internals']",,,1,0,,0,1440574879,1445881806
986201,986201,1563777320,1563818607,Chrome 75.0.3770 process crash,,evi1m0.bat@gmail.com,WontFix,,,,,1,0,,0,1563777320,-1
242322,242322,1369085864,1369338162,Escalate access to browser internals,,daniel.z...@gmail.com,Fixed,Medium,"['Platform', 'Platform>DevTools']",CVE-2013-2855,Memory buffer bounds error,1,1,['C++'],0,1369085864,1369098062
996123,996123,1566377579,1573844644,Maybe Use of Uninlitialized memory in CXFA_FFComboBox::OpenDropDownList,,merc....@gmail.com,Verified,,"['Internals>Plugins>PDF', 'Internals>Plugins', 'Internals']",,,1,0,['C++'],0,1566377579,1573867760
980057,980057,1561949753,1572280242,Null-dereference READ in SkImage::getBackendTexture,,ClusterFuzz,Verified,,"['Internals>Skia', 'Blink>Canvas', 'Internals', 'Blink']",,,0,0,['C++'],0,1561949753,1568843848
812769,871021,1533393461,1533675129,Security: fullscreen notification can be overlapped by 401 basic unauthorized dialog,,zxyrz...@gmail.com,Duplicate,Low,,CVE-2018-17476,,1,1,['C++'],0,1518726949,1535406773
164111,164111,1354599030,1355179698,Heap-use-after-free in WebCore::RenderBlock::insertIntoTrackedRendererMaps,,infe...@chromium.org,WontFix,High,['Blink'],,,0,0,,0,1354599030,-1
1115530,1115530,1597243457,1597424195,Security: [PRIORITY CRITICAL] Remote Code Execution using Chrome Plugin DOM Injection (Cross-Origin Read),,m...@iamsuhail.com,WontFix,Medium,"['Platform>Extensions', 'Platform']",,,1,1,,0,1597243457,-1
808389,808389,1517569210,1517995160,CVE-2018-5344 CrOS: Vulnerability reported in Linux kernel,,vomit...@appspot.gserviceaccount.com,Verified,Medium,,,,0,1,['C'],0,1517569210,1517995072
1314184,1314641,1649405269,1649432962,v8_wasm_code_fuzzer: Fatal error in expected: exception; got: no exception,,ClusterFuzz,Duplicate,High,"['Blink>JavaScript>WebAssembly', 'Blink>JavaScript', 'Blink']",,,0,0,"['C++', 'JS']",0,1649290518,1649456365
1251004,1257914,1633673279,1633725348,Security DCHECK failure: IsA<Derived>(from) in casting.h,,ClusterFuzz,Duplicate,High,"['Blink>DOM', 'Blink>HTML>Details', 'Blink>HTML', 'Blink']",,,0,0,,0,1632081523,-1
678518,678518,1483602381,1484042517,"Users can still access all saved passwords, bookmarks and all the auto fill information in all of the machines even after the user changes Google account password in one of the machines.",,amelsele...@gmail.com,WontFix,,"['UI>Browser', 'UI', 'UI>Browser>Passwords']",,,1,0,,0,1483602381,-1
864286,864286,1531786726,1540338991,Stealing cross-origin video pixel with HLS,,s.h.h...@gmail.com,Fixed,Medium,"['Internals>Media>Video', 'Internals', 'Internals>Media']",,,1,1,,0,1531786726,1540338991
680424,680424,1484210811,1484347066,Heap-use-after-free in cc::SurfaceManager::UnregisterSurfaceFactoryClient,,ClusterFuzz,WontFix,High,,,,0,0,,0,1484210811,-1
1291844,1291844,1643339366,1643633714,CSP: whole directive is ignored when non-ascii value is given,,mdsse...@gmail.com,WontFix,Low,"['Blink>SecurityFeature', 'Blink']",,,1,1,,0,1643339366,-1
321336,321336,1384900926,1384983795,LibXML ScopedXmlErrorFunc is global,,cdn@chromium.org,WontFix,Medium,['Internals'],,,0,1,,0,1384900926,-1
378179,379857,1401736535,1401997819,Heap-use-after-free in cricket::ChannelManager::StopVideoCapture,,ClusterFuzz,Duplicate,High,"['Blink>WebRTC', 'Blink']",,,0,0,['C++'],0,1401258278,1401996327
1092518,1092518,1591636098,1597348059,Security: OpenFileViaShell may open executables in the same directory with similar filenames unexpectedly ,,samue...@gmail.com,Fixed,Low,"['UI>Browser', 'UI>Browser>Downloads', 'UI']",CVE-2020-15988,,1,1,['C++'],0,1591636098,1597178378
1021871,1021871,1573034077,1578276316,cras_rclient_message_fuzzer: Null-dereference READ in pthread_create,,ClusterFuzz,Fixed,High,,,,0,1,,0,1573034077,1578276315
812451,812473,1518662752,1518690485,CHECK failure: !v8::internal::FLAG_enable_slow_asserts || (object->IsSmi()) in objects-inl.h,,ClusterFuzz,Duplicate,Medium,"['Blink>JavaScript>GC', 'Blink>JavaScript', 'Blink']",,,0,0,"['C++', 'JS']",0,1518654532,1518697646
112443,112813,1328542525,1328545212,[Mac] Regular SSL certificate incorrectly displayed with EV color badge in OSX 10.7.3,,jkauf...@lodgeistics.net,Duplicate,Low,,,,1,1,['C++'],0,1328181373,1328568926
721925,721925,1494625620,1494680616,Security: Linux kernel CVE-2017-7895,,andreyu@google.com,Archived,High,,,,0,0,,0,1494625620,1494680616
608681,608681,1462275389,1462386923,"Security: Password can be made readable by changing text box type to ""text""",,dropboxs...@gmail.com,WontFix,,,,,1,0,,0,1462275389,-1
670596,670596,1480668187,1481813187,Security: Same-name function declaration can overwrite window.location in Chrome 50+ ,,tyh1k....@gmail.com,Fixed,Low,"['Blink>Bindings', 'Blink>JavaScript', 'Blink>JavaScript>API', 'Blink']",,,1,1,['C++'],0,1480668187,1481812931
918311,923748,1548021452,1548089482,"Container-overflow in spvtools::utils::SmallVector<unsigned int, 2ul>::operator",,ClusterFuzz,Duplicate,Medium,"['Internals>GPU', 'Internals>GPU>Internals', 'Internals']",,,0,1,,0,1546215919,1547914940
1169049,1169049,1611225868,1616997245,Security: ARM GPU driver vulnerabilities,,mnissler@chromium.org,Fixed,High,"['Internals>GPU', 'Internals']",,,0,1,['C'],0,1611225868,1615521030
143859,143859,1345514613,1356018723,Security: World-writable shared memory segments for X/Linux UI,,palmer@google.com,Verified,Low,['Internals'],CVE-2013-0838,Permission issues,0,1,['C++'],0,1345514613,1348504241
51252,51257,1281001552,1281027548,crash,,kuz...@gmail.com,Duplicate,High,['Blink'],,,1,1,['C++'],0,1280998014,1284072609
1026918,1026918,1574296165,1574452459,pdfium (XFA): invalid-vptr in CXFA_FFTextEdit::UpdateFWLData,,pdknsk@gmail.com,Fixed,High,"['Internals>Plugins>PDF', 'Internals>Plugins', 'Internals']",,,1,0,['C++'],0,1574296165,1574452459
620750,620748,1466091372,1466573069,Crash in v8::internal::Heap::AllocateFillerObject,,ClusterFuzz,Duplicate,High,"['Blink>JavaScript>GC', 'Blink>JavaScript', 'Blink']",,,0,0,['JS'],0,1466091372,1466586664
806278,806278,1516984682,1518641910,Use-of-uninitialized-value in update_current_folder_get_info_cb,,attek...@gmail.com,WontFix,Low,,,,1,1,,0,1516984682,-1
661058,661058,1477972775,1478129657,Bad-cast to v8::Platform::TraceStateObserver from v8::tracing::TracingCategoryObserverImpl;blink::Node::mutationObserverRegistry;blink::Node::unregisterMutationObserver,,ClusterFuzz,Fixed,Medium,"['Blink>Internals', 'Blink']",,,0,0,,0,1477972775,1478129657
1184209,1184209,1614774985,1616022855,Security: Issue 1161739 needs additional verification.,,rs.jo...@gmail.com,Fixed,Low,"['Blink>Animation', 'Blink']",,,1,1,"['HTML', 'C++']",0,1614774985,1615220523
979094,979094,1561606431,1561826356,Stack-overflow in blink::ElementInnerTextCollector::ProcessNode,,ClusterFuzz,Verified,,,,,0,0,,0,1561606431,1561826356
1072474,1072474,1587398231,1588576322,Security: cros_disks sshfs allows injection of symlinks,,mnissler@chromium.org,Fixed,Low,"['Platform>Apps>FileManager', 'Platform>Apps', 'Platform']",,,0,1,,0,1587398231,1588327170
196174,196174,1363276937,1363625880,"ASSERTION FAILED: i < size(), UNKNOWN in WebCore::HTMLTreeBuilder::resetInsertionModeAppropriately",,aarya@google.com,Fixed,Medium,['Blink'],,,0,0,,0,1363276937,1363625880
242582,242582,1369158574,1369343518,heap-buffer-overflow in memcmp() ,,slaw...@gmail.com,WontFix,Low,,,,1,1,,0,1369158574,-1
92338,92338,1312996746,1312998085,"Security: iframe downloads file automatically, without asking user permission",,nir...@gmail.com,WontFix,,,,,1,0,,0,1312996746,-1
912693,912693,1544129745,1544209820,Global-buffer-overflow in CreateECCBlock,,ClusterFuzz,Verified,High,"['Internals>Plugins>PDF', 'Internals>Plugins', 'Internals']",,,0,0,['C++'],0,1544129745,1544219018
1309974,1309974,1648143624,1648255957,Security: Audio can be snooped by any process,,cujomalainey@google.com,WontFix,,"['OS', 'OS>Security']",,,0,0,,0,1648143624,-1
678776,700035,1489078863,1489083386,"Security: CSP report contains URL fragment, standard says it should be stripped",,koczkata...@gmail.com,Duplicate,Medium,"['Blink>SecurityFeature', 'Blink']",CVE-2017-5075,Exposure of sensitive information,1,1,"['HTML', 'C++']",0,1483654136,1490013841
100863,100863,1319024334,1319554371,OOB read in SVG at WebCore::parseArcFlag,,aohe...@gmail.com,Fixed,Low,['Blink'],,,1,1,,0,1319024334,-1
721988,721988,1494643911,1494859142,Security: Heap-use-after-free in payments::`anonymous namespace'::SheetView::RequestFocus,,chromium...@gmail.com,Fixed,Medium,"['Blink>Payments', 'Blink']",,,1,0,['C++'],0,1494643911,1494859031
157079,157079,1350869352,1356018749,"Security: Integer overflow in libwebp ""ParseOptionalChunks"" allows memory disclosure",,philip.t...@gmail.com,Fixed,Medium,['Internals'],,,1,1,['C'],0,1350869352,1351530614
990841,990841,1565022341,1565117751,Security: Network Domain,,a_deleted_user,WontFix,,,,,1,0,,0,1565022341,-1
371813,371813,1399644906,1399699863,Heap-use-after-free in content::ResourceDispatcher::RemovePendingRequest,,ClusterFuzz,Fixed,High,,,,0,0,,0,1399644906,1399699863
1060769,1060769,1583962066,1583967689,Security: Google Translate XSS Bug ,,teche...@gmail.com,WontFix,,,,,1,0,,0,1583962066,-1
138210,138210,1342770077,1344041200,Information and credential disclosure by file:// URLs (Android),,chaykin....@gmail.com,Fixed,Medium,['Internals'],,,1,1,,0,1342770077,1344041200
411160,411160,1409894535,1415292822,Use-of-uninitialized-value in cc::GLRenderer::EnqueueTextureQuad,,ClusterFuzz,Fixed,Medium,,,,0,1,['C++'],0,1409894535,1415291987
140495,137448,1342393683,1345187078,"Heap-buffer-overflow in void WTF::Vector<unsigned short, 1024ul>::append<unsigned short>",,infe...@chromium.org,Duplicate,Medium,"['Blink>Layout', 'Blink']",,,0,1,,0,1342393683,1356018748
1290784,1290784,1643107069,1643122782,13087382882617*,,arsal...@hetbaken-vcpo.nl,WontFix,,,,,1,0,,0,1643107069,-1
86821,86821,1308593688,1308593913,Possible to hijack user credentials through chrome extension,,a_deleted_user,WontFix,,,,,1,0,,0,1308593688,-1
947342,947342,1553817929,1554908096,Security: heap-buffer-overflow TextureD3D_2DArray::getImage,,om...@krash.in,Fixed,Medium,"['Internals>GPU>ANGLE', 'Internals', 'Blink', 'Internals>GPU', 'Blink>WebGL']",CVE-2019-5836,Memory buffer bounds error,1,1,['C++'],0,1553817929,1554847880
1038376,1038376,1577737352,1580247971,Use of read: URI from Chrome can run res:// which is an URI for IE,,proof131...@gmail.com,WontFix,High,"['UI>Browser', 'UI', 'UI>Browser>Navigation']",,,1,1,,0,1577737352,-1
81278,81278,1304365595,1304366265,Flash content vulnerability (re) ,,schedd...@gmail.com,WontFix,,,,,1,0,,0,1304365595,-1
791616,791616,1512410757,1512505751,Heap-use-after-free in fxcrt::UnownedPtr<CFX_XMLParser>::ProbeForLowSeverityLifetimeIssue,,ClusterFuzz,Verified,Low,"['Internals>Plugins>PDF', 'Internals>Plugins', 'Internals']",,,0,0,,0,1512410757,1512511489
1031895,1031895,1575818249,1576089129,Security:  ReadableStream::pipeTo do not check IsLockedStream,,rapid....@gmail.com,Verified,Low,"['Blink>Network', 'Blink>Network>StreamsAPI', 'Blink']",CVE-2020-6416,Improper input validation,1,1,"['C++', 'JS']",0,1575818249,1576089128
371237,371237,1399524387,1399698016,Heap-buffer-overflow in SkBitmapHeap::getBitmap,,ClusterFuzz,Fixed,Medium,"['Internals>Skia', 'Internals']",,,0,0,,0,1399524387,1399698016
1187170,1187372,1615519785,1615548997,Crash in Builtins_LdaNamedPropertyHandler,,ClusterFuzz,Duplicate,High,"['Blink>JavaScript', 'Blink>JavaScript>Interpreter', 'Blink']",,,0,0,,0,1615485725,1615562548
387808,387808,1403544769,1405615177,Use-of-uninitialized-value in _RGB_Blend,,ClusterFuzz,Fixed,Medium,"['Internals>Plugins>PDF', 'Internals>Plugins', 'Internals']",,,0,1,,0,1403544769,-1
643665,643665,1472825615,1473196336,Crash inside SuperBlitter::blitH,,ClusterFuzz,Fixed,High,"['Internals>Skia', 'Internals>Skia>Compositing', 'Internals']",,,0,1,['C++'],0,1472825615,1473196336
377101,377101,1400902878,1402088602,Security: HTML5 Sandbox Bypass using a regular link,,man...@caballero.com.ar,WontFix,Low,['Blink'],,,1,1,,0,1400902878,-1
718977,718977,1494010691,1494072661,"Crash in v8::internal::ScavengingVisitor<1,1>::EvacuateObject<1,0>",,ClusterFuzz,Verified,Medium,"['Blink>JavaScript', 'Blink']",,,0,0,,0,1494010691,1494072661
1016543,1016543,1571692869,1586215491,"Old, unsecure (and unused?) version of ChromeVox is present in Chromium repo",,lukasza@chromium.org,Fixed,High,"['OS>Accessibility', 'OS', 'OS>Accessibility>ChromeVox']",,,0,0,['JS'],0,1571692869,1571811394
708145,708145,1491311432,1491359991,[qcms] Only accept valid input ranges when reading VCGT tag,,noel@chromium.org,Fixed,Medium,,,,0,1,['C'],0,1491311432,1491350278
84452,84452,1306808089,1307120915,Bad cast in HTMLMediaElement::mediaControls,,martybar...@gmail.com,Fixed,High,['Blink'],CVE-2011-3238,Memory buffer bounds error,1,0,,0,1306808089,1307120915
803431,803431,1516280587,1516282174,Remote File Inclusion on privacy.google.com,,aminasd...@gmail.com,WontFix,,,,,1,0,,0,1516280587,-1
971757,971757,1559847194,1560004633,Crash in shaderc_spvc_compile_options::~shaderc_spvc_compile_options,,ClusterFuzz,Verified,Medium,"['Internals>GPU', 'Internals>GPU>Dawn', 'Internals']",,,0,0,,0,1559847194,1560004633
983878,983878,1563135846,1563195228,Integer-overflow in blink::TableLayoutAlgorithmAuto::UpdateLayout,,ClusterFuzz,WontFix,,"['Blink>Layout', 'Blink']",,,0,1,,0,1563135846,-1
